"2017-06-06T20:56:14.643Z","26cecbb2e5ad3c476c67f060cb3ecd6b1d44f654","Bubel fix tests"
"2017-06-13T18:01:44.854Z","9822dc3995392139220a6a38cf304b879a09c21f","Schiffl search filter"
"2017-06-19T12:14:39.902Z","ca3db159f0eba9c8aeac8d5f1f4dd22d4b00d049","fix for #412 -> preserve branch labels when pruning"
"2017-06-27T12:01:09.683Z","949c06006de2b0133bc482be5ad4fe34b17eec47","Update projection.key according to mail from Ralph A Gardner"
"2017-06-28T17:48:21.079Z","2234929df67915a0713968e3d7161b5ab78d654c","Limited suffix cannot be parsed"
"2017-07-01T14:21:35.746Z","a06802f4e6bd8c27e7fa67a7aedeb0dc6d4bd0af","fixes #1451"
"2017-07-21T18:18:47.056Z","73c9fea3b52c706f05eb9a93b77c5678a1e9c310","Repaired usage of contract combinations via keyword ""also"" (MH & MK)"
"2017-09-01T17:01:07.168Z","85da4d731211caa21a02d83b9c9cf23e033a859f","quick solution to save/load gzipped proof files"
"2017-09-04T08:16:02.343Z","935e3e7137c6d15e1952c84242ffef87e6a2bb11","making it possible to start KeY with different memory settings"
"2017-09-08T14:15:31.087Z","2a9da15852b9f117af58e1e411aaca640f264832","Support for IntelliJ IDEA"
"2017-09-08T14:17:56.644Z","1531f43f6c830138919dee6b4167bdf82fe3ff31","documentation support for proof scripts"
"2017-09-08T14:18:08.103Z","166da39a8eceda1f940e35537cda1a41639d9514","The KeY API -- a high-level interface to the key world"
"2017-09-08T14:44:17.375Z","a1fb6030981b27e2e77ee5c009e45be1ec367879","compiles again"
"2017-09-09T22:08:56.161Z","f0685c45390919a8e24d752abe4c1fcf5b36705f","fix NPE"
"2017-10-11T06:14:20.172Z","6077989f3482c4aef99c2283de609a037eb4f576","Eclipse Oxygen fixes"
"2017-10-11T15:30:24.399Z","42586b8da8c9a83b6ba0ad8e1dcb219fd45d379b","Fix endless loop on Oxygen (at least when using macOS)"
"2017-10-12T08:50:46.029Z","2974ea98c6352fa48ce0694e12dfe17a7b76933d","Increase heap space to mitigate test failure on Hudson"
"2017-11-20T11:55:59.187Z","4c8dab25fd202a1c8928776bcbc948c7c7cba7cb","Include example proofs into regression tests"
"2017-11-22T12:27:20.177Z","8912bfa0dbbb19053887b1a22047d8b63594fc18","Fix eclipse dependencies"
"2017-11-22T20:37:17.149Z","4a0947d8f770b017b43611ee25dc75c62ed5aa9a","Revert ""Comment IF tests for the moment"""
"2017-11-23T12:53:55.784Z","03f93d28eafa21ff3541a8d5bf7d543365ff21e1","removing one redundant branch in rule ""delete_unncessary_cast""."
"2017-12-13T13:01:09.579Z","f43e311c023d6b16caac7fe803e0cf24d0405e6c","Included JDK's PairInsertionSort from VerifyThis 2017 in KeY examples"
"2018-01-08T12:30:48.746Z","9f95a0eac6437e6b6afb1fc05ba91a1f3330e2c8","Schiffl searchbar fix"
"2018-01-09T14:23:56.762Z","d13bfaedb095b278599087d981181faf74a05ef4","Pfeifer big int"
"2018-01-10T12:15:56.260Z","be03dd4e58fabeebe1c4f92d61b4b420a8b6cc75","fixes #1458 (Nullpointer Exception)"
"2018-01-30T19:53:25.000Z","1820b377fe02767cc4fe0e10b330317148f71fb4","modified schiffl_thm_1 rule so that it only appears when needed"
"2018-02-12T16:55:03.142Z","2217ad9d9329a79dfeeb5c8c5f86ca4a1fe59ef2","Herda mini fixes"
"2018-02-15T05:33:04.974Z","ecf9d663cd0647ee347a57e2c69d9da482317b2b","Squashed commit of the following: new ci file"
"2018-03-22T12:20:04.688Z","f85a410e8f2bf794bd4e6c7ad1883e65a70242e9","Bubel fix simplify path"
"2018-03-22T15:25:01.085Z","b86cd80a978fb0fb46c89acc8d2106d5a90c64fd","[Fix] Find also files in linked resources"
"2018-03-22T17:52:40.903Z","00b3bb234af4acbc0f22b834089fdaecb89efa96","Bubel fix sequent view java9"
"2018-03-23T00:06:43.305Z","bc31f2312147116a6134e16dd5d51a64064ab952","Bubel jml profile lang agnostic"
"2018-03-23T12:17:50.675Z","8fa0da4eae3f99ea4b507763263ec1155be6dd4b","[Feature] Extended project proof management property page to allow for excluding���"
"2018-03-23T18:52:58.382Z","cb48a374ceaa311e19b8c481cf7f30266576b786","Added JDK10 to gitlab-ci."
"2018-03-27T16:19:14.886Z","23060d577a8e788342fb2cbbb8b595245b2d6593","Repaired the ArrayReverseExample"
"2018-04-23T16:35:13.681Z","0093f2350244f8e02ddbc06e19dc28b8848aba1e","fix for #1446 -> correct support for integer and long literals within JML specifications"
"2018-04-30T16:35:10.522Z","df141c89798ebb37a7825675b7ba6ca3fac766db","reestablishing compilability (removing wrong import) (repairing !9)"
"2018-05-16T17:27:33.408Z","f532595eeafe09d02c2f98e9fd1b39ec91ee367a","Fold checkstyle comments in gitlab"
"2018-05-16T18:25:05.549Z","abc4eda3e80acfe4ef87738137734bbbf10ca536","normalizing textfiles with CRLF, adding .gitattributes"
"2018-05-17T04:42:45.506Z","1845f5feb6ec447480d4ba4ce7f16d34002413ae","improving the checkstyle error feedback within gitlab."
"2018-05-17T20:59:35.332Z","f21d45d7478b28dd1959bb797d26e2369e64c3aa","disregarding of settings in test cases"
"2018-05-19T05:56:52.932Z","5d10962b3266ea1e2f8710b0f960ee9feea12952","Repair master after reverted merge"
"2018-05-22T09:03:40.294Z","7d160553b1836f2c0f431a4b1dea7eb460dd852a","Schiffl heatmap"
"2018-05-22T14:00:23.159Z","faa62f5188b9fd04696aafe55b95a58f540c8777","Fixes to eclipse manifest files"
"2018-05-22T15:10:50.034Z","03f1167fee9e76504be5ce8a030424efdc969a29","Fix manifest of JML editing"
"2018-05-25T12:30:33.011Z","43b8502aba9462e78fdf00f7679423e8117bb94a","[bugfix] re-add accidently removed heatmap menu"
"2018-05-28T10:10:19.259Z","a4b1154b5898e0f2a22cd17e15f1f97cd56c0480","Fix for comparison violating the comparator contract"
"2018-05-28T20:32:59.951Z","234e975325c374f76e7cb2c6869fd49b176a000a","Bubel fixes"
"2018-05-30T16:41:17.139Z","98603a534198fa1bd444a99bf997c6ec541db87d","make StrategyProperties more robust against new settings."
"2018-05-30T21:59:36.697Z","a577084568737fc124d2dd3880c97a8c1ed2368d","Some minor fixes"
"2018-06-15T19:11:52.748Z","7b64ab9b4425327317d6def4882959ec63f8921a","[gui] remove freezing stop button"
"2018-06-19T17:49:58.114Z","c754d8cd6e30655e22ddaed6b322bdf05522cf8c","Lanzinger loop contract self fix"
"2018-06-29T09:11:15.202Z","bd374145c3e07237ad92a89bf45236489e2ef816","[Build] Support Photon version of Eclipse"
"2018-07-13T17:11:44.297Z","0317a3105e1f96d014930b25f91ba72726cfffd0","Fixed bug #1469"
"2018-07-16T08:07:03.771Z","983810c1f563a26aecf751480a2e0b14edb691e0","first stage of #1457: additional source code area and tracking the state of symbolic execution"
"2018-07-17T11:23:31.343Z","fe94ce40cd00f12f1c49bd62a21d4d6bcc502ccf","fix for #831: Enabled Pruning and GoalBack in closed branches/proofs"
"2018-08-18T21:47:29.977Z","43eee5efa1f1f1935404136b8bb554ae2e0046d3","Bubel fix proof save npe"
"2018-08-19T06:02:51.654Z","1f4402cf929c0b209563ab04ef1983de64152a9e","fatJar of KeY"
"2018-08-28T13:30:04.659Z","a9a99230ac9bac618997e5ddcb4bcbb1be422198","fixing a bug resulting in NPEs while pretty printing"
"2018-09-07T15:20:04.136Z","bc1756876ccf1be71585948bf9fda404d4c6b177","more on fixing a bug resulting in NPEs while pretty printing"
"2018-09-19T14:48:51.888Z","9a5589d8208c6e026cf528d5e9cc3ba46c7cdaf0","More jml synonyms"
"2018-09-27T03:19:09.149Z","88c7a96ef7c31ba9eab0093c2d6573aba58f997e","Lanzinger inner blocks fix"
"2018-09-28T01:24:50.616Z","be24c62ba2fcf753c752e5dfb3dba455cf63d5ba","Add fatJar into deployment"
"2018-10-02T11:30:15.230Z","e69268f70d2249b9780869ca33730c793f2712b0","Integrate tests for well-definedness checks"
"2018-10-02T13:58:01.013Z","e4cb4d3e9eee41ac6d2c4f30e71824e1f07811f5","Made heat maps opt-in instead of opt-out for new users."
"2018-10-11T10:57:48.584Z","5640bc1eb12e3f00086250672ed049dd8f7ac066","Heatmap Toolbar Button"
"2018-10-16T04:26:10.071Z","6cb1d3f5a3eba0bb855e5d8b92ffc0d91ea868c9","Predicate Abstraction Choice Dialog Swing Reimplementation"
"2018-10-18T15:20:20.885Z","47e0465c25010e0cbcbb5cf49a6e275a087b97f5","JDK11 in gitlab CI"
"2018-10-19T16:53:23.173Z","7ce7a2b118f19dbbbca6d8fcff6f99f3ec43bd9e","Program Transformers: Return multiple program elements. Plus: Taclet for pulling out initializer from for loop."
"2018-11-13T22:08:40.037Z","5d04ff2186f6ab97da2f5c5cf9c00d3f8c55640e","Bubel opts"
"2018-11-14T13:01:31.551Z","1266ed865b5a90eb7a6d2b32523ee712bc90db3f","Optimized BuiltInRuleAppIndex"
"2018-11-17T20:54:06.756Z","f60405bac9c0bf00e2dd0e90d75f533e7dc84808","Bubel remove in reachable state remants"
"2018-11-18T10:04:37.670Z","fbd7428e8e50fd2b5a0f99a55c577077717b5111","Bubel prepare for threading"
